date,PRECTOTCORR,T2M,RH2M,WS2M,PS
1995-01-01,0.0,11.76,21.15,1.61,99.28
1995-01-02,0.0,13.47,18.0,1.06,99.15
1995-01-03,0.0,12.39,19.19,2.08,98.99
1995-01-04,0.0,12.94,21.24,1.59,99.15
1995-01-05,0.0,15.22,19.83,0.87,99.43
1995-01-06,0.0,16.38,17.91,0.77,99.53
1995-01-07,0.0,16.36,22.16,1.48,99.52
1995-01-08,3.79,14.32,64.02,4.02,98.82
1995-01-09,45.98,11.95,79.35,1.44,99.16
1995-01-10,4.46,12.07,69.3,1.23,99.51
1995-01-11,0.46,11.99,55.8,2.53,99.38
1995-01-12,0.0,11.27,53.02,2.54,99.4
1995-01-13,0.0,11.84,48.71,1.74,99.32
1995-01-14,0.99,12.36,59.85,1.13,99.42
1995-01-15,1.4,12.86,65.95,1.8,99.45
1995-01-16,1.06,12.48,63.7,1.26,99.53
1995-01-17,0.0,11.68,63.21,2.59,99.82
1995-01-18,0.05,11.16,48.19,2.66,99.72
1995-01-19,0.0,11.96,44.24,1.94,99.49
1995-01-20,0.0,12.66,54.79,1.82,99.07
1995-01-21,0.06,13.06,45.68,2.26,99.06
1995-01-22,0.0,11.7,40.3,2.54,99.16
1995-01-23,0.0,10.9,37.31,2.21,99.31
1995-01-24,0.0,13.52,33.7,1.74,99.3
1995-01-25,0.0,14.24,42.57,1.52,99.36
1995-01-26,0.0,13.21,42.04,2.53,99.46
1995-01-27,0.0,13.82,42.23,2.42,99.4
1995-01-28,0.0,16.09,47.89,2.87,99.43
1995-01-29,0.0,15.61,46.15,2.76,99.36
1995-01-30,0.0,14.11,42.49,2.63,99.35
1995-01-31,0.0,13.99,37.08,1.83,99.42
1995-02-01,0.0,13.78,34.47,1.89,99.46
1995-02-02,0.0,14.72,30.76,1.42,99.36
1995-02-03,0.0,16.25,29.09,1.25,99.26
1995-02-04,0.0,17.01,35.08,1.22,99.35
1995-02-05,0.0,15.98,34.29,2.17,99.54
1995-02-06,0.01,15.19,35.24,2.82,99.5
1995-02-07,0.0,17.35,40.95,2.83,99.33
1995-02-08,0.0,18.47,44.23,2.62,98.98
1995-02-09,0.0,18.62,45.62,1.81,98.82
1995-02-10,0.0,19.91,46.46,1.37,98.81
1995-02-11,0.03,20.5,44.6,2.09,98.78
1995-02-12,0.14,20.64,44.18,2.12,98.75
1995-02-13,0.78,21.52,43.99,1.47,98.69
1995-02-14,5.76,19.41,59.97,1.98,98.57
1995-02-15,0.0,17.37,56.2,2.09,98.85
1995-02-16,5.83,16.4,53.11,2.57,98.78
1995-02-17,0.0,17.32,37.98,1.22,98.72
1995-02-18,0.0,17.43,33.49,2.15,98.65
1995-02-19,0.15,18.3,31.19,1.4,98.7
1995-02-20,0.0,17.0,31.94,1.76,98.93
1995-02-21,0.0,15.73,33.95,2.61,99.0
1995-02-22,0.51,15.19,47.69,2.01,98.67
1995-02-23,0.0,14.16,48.14,1.63,98.96
1995-02-24,5.41,14.25,43.95,2.57,99.12
1995-02-25,0.0,16.13,33.95,2.12,98.97
1995-02-26,0.0,18.19,33.7,1.19,98.8
1995-02-27,0.06,19.67,37.57,1.77,98.62
1995-02-28,7.89,17.97,50.18,1.34,98.79
1995-03-01,0.0,17.94,42.28,2.39,99.16
1995-03-02,0.57,16.51,35.39,2.52,99.22
1995-03-03,0.0,16.87,33.08,3.06,99.17
1995-03-04,0.0,16.78,33.06,2.66,99.03
1995-03-05,0.0,17.35,28.36,1.66,98.96
1995-03-06,0.0,18.42,27.64,1.35,98.96
1995-03-07,0.03,19.4,26.57,1.63,99.02
1995-03-08,0.28,19.39,32.16,1.38,99.13
1995-03-09,0.0,20.0,30.68,1.52,98.91
1995-03-10,5.9,18.96,38.25,1.97,99.03
1995-03-11,0.13,18.11,32.32,2.57,99.24
1995-03-12,0.81,18.27,33.23,2.98,99.19
1995-03-13,0.0,19.21,33.37,3.47,98.97
1995-03-14,0.0,19.91,30.68,2.63,99.06
1995-03-15,0.0,20.58,30.39,1.37,99.12
1995-03-16,0.0,23.74,37.78,2.1,98.91
1995-03-17,0.0,23.35,34.31,1.69,98.85
1995-03-18,0.53,23.68,33.07,1.26,98.98
1995-03-19,0.0,24.66,33.21,1.84,99.09
1995-03-20,0.0,25.21,33.02,2.88,98.92
1995-03-21,0.0,25.07,33.84,3.45,98.79
1995-03-22,0.0,26.17,33.57,3.39,98.62
1995-03-23,0.0,27.97,35.33,2.84,98.39
1995-03-24,0.0,29.27,33.26,1.63,98.2
1995-03-25,0.0,27.93,34.58,1.44,98.28
1995-03-26,2.76,24.63,54.64,2.33,98.49
1995-03-27,0.35,24.62,52.95,1.18,98.47
1995-03-28,0.06,26.84,35.02,1.33,98.19
1995-03-29,0.0,27.09,26.88,2.0,97.9
1995-03-30,1.54,22.81,31.16,2.19,98.33
1995-03-31,11.58,22.18,36.9,2.53,98.59
1995-04-01,0.0,23.39,26.52,3.22,98.64
1995-04-02,0.0,23.37,23.81,2.92,98.79
1995-04-03,0.0,22.9,23.79,3.18,98.9
1995-04-04,0.0,23.75,23.71,1.9,98.6
1995-04-05,0.0,25.49,20.37,1.35,98.43
1995-04-06,0.0,26.28,18.71,2.28,98.47
1995-04-07,0.0,27.14,20.35,2.9,98.15
1995-04-08,0.0,27.18,21.91,1.98,97.94
1995-04-09,0.0,29.37,23.02,1.77,98.16
1995-04-10,0.0,30.67,21.33,1.97,98.62
1995-04-11,0.9,28.66,20.5,2.54,98.73
1995-04-12,0.01,26.84,23.82,3.77,98.67
1995-04-13,0.0,26.07,22.13,2.95,98.28
1995-04-14,0.0,27.65,16.48,1.62,98.17
1995-04-15,0.0,30.58,12.14,2.01,98.21
1995-04-16,0.0,30.52,16.64,1.36,98.14
1995-04-17,0.03,29.68,21.22,2.01,98.41
1995-04-18,0.0,30.53,20.02,1.95,98.58
1995-04-19,0.03,29.44,26.58,3.11,98.57
1995-04-20,0.07,29.38,28.36,3.34,98.35
1995-04-21,0.0,28.47,24.54,2.45,98.29
1995-04-22,0.09,31.04,22.95,2.03,98.31
1995-04-23,0.05,32.91,23.05,2.18,98.28
1995-04-24,0.02,32.09,25.4,3.03,98.14
1995-04-25,0.0,33.17,26.38,2.14,98.04
1995-04-26,0.0,33.71,24.77,2.87,98.1
1995-04-27,0.0,32.17,24.36,3.38,98.33
1995-04-28,0.0,33.05,21.56,3.98,98.35
1995-04-29,0.0,33.59,21.83,2.52,98.24
1995-04-30,0.0,33.81,20.68,3.41,98.06
1995-05-01,0.0,32.46,19.19,3.11,98.0
1995-05-02,0.0,33.58,17.56,2.69,98.17
1995-05-03,0.0,33.3,13.68,3.16,98.26
1995-05-04,0.0,33.26,14.31,2.71,98.05
1995-05-05,0.0,33.73,14.83,2.1,97.83
1995-05-06,0.0,34.78,12.93,1.78,97.92
1995-05-07,0.0,36.77,11.53,1.34,98.04
1995-05-08,0.0,37.28,9.38,1.01,97.92
1995-05-09,0.0,35.89,12.37,1.76,97.71
1995-05-10,0.0,36.34,19.77,2.84,97.63
1995-05-11,0.0,37.79,22.72,2.03,97.77
1995-05-12,0.0,38.18,18.05,1.92,97.71
1995-05-13,0.01,37.51,14.8,2.07,97.44
1995-05-14,0.0,38.45,12.31,2.18,97.13
1995-05-15,0.0,38.28,9.99,1.55,97.01
1995-05-16,0.0,38.55,9.76,2.91,97.05
1995-05-17,0.0,36.62,14.32,5.36,97.27
1995-05-18,0.0,34.88,22.26,3.51,97.37
1995-05-19,0.0,35.15,16.67,3.87,97.67
1995-05-20,0.0,35.12,16.66,3.78,98.05
1995-05-21,0.0,34.53,16.19,3.97,97.92
1995-05-22,0.0,34.41,19.55,2.12,97.79
1995-05-23,0.0,34.84,16.6,2.47,98.02
1995-05-24,0.04,35.27,18.55,2.99,98.11
1995-05-25,0.0,35.13,16.81,2.99,98.2
1995-05-26,0.0,34.78,15.3,3.95,98.23
1995-05-27,0.0,34.67,12.43,4.6,98.07
1995-05-28,0.0,35.09,8.85,5.27,97.94
1995-05-29,0.0,35.53,8.99,3.47,97.84
1995-05-30,0.0,36.91,9.53,2.85,97.7
1995-05-31,0.0,38.12,12.12,3.43,97.68
1995-06-01,0.0,38.64,14.35,3.26,97.62
1995-06-02,0.0,39.13,16.81,3.52,97.45
1995-06-03,0.0,39.32,14.04,3.62,97.45
1995-06-04,0.0,38.65,12.38,4.28,97.44
1995-06-05,0.0,37.51,9.94,4.35,97.37
1995-06-06,0.0,38.34,9.7,4.08,97.27
1995-06-07,0.0,38.85,10.78,3.3,97.21
1995-06-08,0.0,39.51,13.25,3.26,97.08
1995-06-09,0.0,39.89,13.32,4.64,96.98
1995-06-10,0.0,39.79,18.32,5.26,96.92
1995-06-11,0.0,39.68,20.62,5.08,96.93
1995-06-12,0.0,39.33,20.96,4.01,97.0
1995-06-13,0.0,39.77,20.03,3.64,97.15
1995-06-14,0.0,40.46,18.11,3.63,97.25
1995-06-15,0.0,40.57,16.47,4.12,97.24
1995-06-16,0.02,40.74,15.71,4.91,97.16
1995-06-17,0.0,39.91,25.11,4.42,97.03
1995-06-18,0.91,37.37,32.01,2.25,97.18
1995-06-19,6.92,37.56,34.58,2.3,97.22
1995-06-20,12.66,35.21,46.57,1.88,97.46
1995-06-21,9.04,32.64,53.32,1.75,97.66
1995-06-22,7.24,32.14,52.43,1.8,97.63
1995-06-23,0.62,32.69,39.76,2.29,97.64
1995-06-24,4.1,32.86,37.85,2.4,97.57
1995-06-25,0.02,34.93,33.95,1.88,97.57
1995-06-26,0.11,36.47,35.66,1.31,97.5
1995-06-27,0.47,36.1,41.91,2.99,97.43
1995-06-28,0.49,35.96,43.19,2.15,97.34
1995-06-29,0.12,36.8,40.51,1.59,97.18
1995-06-30,0.11,37.11,36.96,1.93,96.98
1995-07-01,0.41,37.98,31.74,2.49,96.66
1995-07-02,0.05,38.18,28.33,3.08,96.72
1995-07-03,0.28,37.12,30.9,2.63,97.07
1995-07-04,0.33,37.27,30.66,2.62,97.19
1995-07-05,0.06,37.62,29.87,2.97,97.11
1995-07-06,0.1,38.39,28.73,2.15,97.14
1995-07-07,0.15,38.31,29.27,2.62,97.22
1995-07-08,0.34,38.87,29.01,1.74,97.28
1995-07-09,6.57,37.4,37.75,2.02,97.24
1995-07-10,2.42,36.9,41.27,2.08,97.06
1995-07-11,1.99,35.33,44.73,2.36,97.31
1995-07-12,0.8,36.04,42.38,2.21,97.34
1995-07-13,1.51,36.18,42.03,2.26,97.32
1995-07-14,0.45,36.24,42.75,2.66,97.39
1995-07-15,0.3,36.27,41.41,2.76,97.22
1995-07-16,1.35,36.08,42.77,1.73,97.05
1995-07-17,3.51,35.66,47.35,1.79,97.1
1995-07-18,4.17,33.52,55.07,2.64,97.29
1995-07-19,18.36,30.73,68.25,4.25,97.4
1995-07-20,0.0,33.58,52.81,4.96,97.44
1995-07-21,0.59,32.88,55.51,4.42,97.54
1995-07-22,0.44,31.21,62.05,2.63,97.58
1995-07-23,6.74,32.43,57.08,2.1,97.74
1995-07-24,3.21,33.1,52.89,3.46,97.7
1995-07-25,5.27,32.52,57.55,5.46,97.45
1995-07-26,2.47,31.8,64.17,5.09,97.28
1995-07-27,1.22,32.88,60.3,2.66,97.45
1995-07-28,4.23,31.37,60.86,1.2,97.76
1995-07-29,4.66,30.3,65.74,0.97,97.55
1995-07-30,1.64,33.38,54.66,1.86,97.28
1995-07-31,0.34,33.59,54.23,1.67,97.29
1995-08-01,1.11,33.29,57.72,1.47,97.38
1995-08-02,3.35,30.03,72.43,2.09,97.3
1995-08-03,16.66,28.07,81.46,2.72,97.24
1995-08-04,11.45,29.83,75.31,3.15,97.41
1995-08-05,18.95,29.13,79.89,2.6,97.49
1995-08-06,5.5,29.66,75.95,1.0,97.29
1995-08-07,20.68,28.6,83.08,1.35,97.14
1995-08-08,14.21,28.37,86.04,2.47,97.11
1995-08-09,43.04,27.7,88.34,3.9,97.4
1995-08-10,3.41,29.13,81.41,2.66,97.86
1995-08-11,3.2,29.73,80.16,1.8,97.91
1995-08-12,0.91,29.63,78.73,4.03,97.5
1995-08-13,0.83,29.4,74.36,3.95,97.06
1995-08-14,4.77,28.9,75.16,2.64,97.32
1995-08-15,12.81,28.75,79.04,2.19,97.68
1995-08-16,8.91,29.58,75.52,1.21,97.84
1995-08-17,16.13,29.76,76.97,0.68,97.96
1995-08-18,0.88,29.75,76.57,0.89,98.0
1995-08-19,1.35,29.9,75.67,0.6,97.9
1995-08-20,15.2,29.59,77.23,0.7,97.88
1995-08-21,6.29,29.5,77.57,0.57,97.82
1995-08-22,5.62,28.75,81.29,0.74,97.82
1995-08-23,6.25,29.37,79.89,0.88,97.79
1995-08-24,0.29,29.69,80.21,1.21,97.89
1995-08-25,2.64,28.8,84.99,1.66,97.87
1995-08-26,9.39,28.48,86.6,1.66,97.67
1995-08-27,7.39,28.18,89.86,1.92,97.56
1995-08-28,22.61,27.71,91.79,2.3,97.56
1995-08-29,32.11,27.58,92.76,2.33,97.41
1995-08-30,67.92,27.41,90.72,2.67,97.53
1995-08-31,31.86,27.61,85.92,1.83,97.62
1995-09-01,1.23,28.47,79.0,1.26,97.57
1995-09-02,0.15,28.68,79.36,0.9,97.52
1995-09-03,8.41,26.38,89.32,3.36,97.24
1995-09-04,49.43,26.55,92.48,3.8,97.02
1995-09-05,79.29,26.58,83.07,1.81,97.62
1995-09-06,0.74,26.13,82.04,1.76,97.91
1995-09-07,0.89,26.04,82.91,1.35,98.0
1995-09-08,4.22,26.8,84.12,0.74,98.17
1995-09-09,7.27,25.93,87.75,2.05,98.26
1995-09-10,0.6,27.08,79.47,1.0,98.34
1995-09-11,0.81,28.18,76.58,0.85,98.35
1995-09-12,0.39,28.45,77.87,0.8,98.49
1995-09-13,0.49,28.26,78.67,0.91,98.36
1995-09-14,9.64,28.01,76.99,0.92,98.19
